ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
PR.AA-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex1: Verify a person's claimed identity at enrollment time using government-issued identity credentials (e.g., passport, visa, driver's license)",Yes,,,,IA-12,,3,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,,,,,,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.AA-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated",Ex1: Require multifactor authentication,Yes,,,,"AC-07,AC-12,IA-02,IA-03,IA-05,IA-07,IA-08,IA-09,IA-10,IA-11",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,3,5,Configuration updates being applied,2024-09-15,In Progress,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
PR.AA-03 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated","Ex2: Enforce policies for the minimum strength of passwords, PINs, and similar authenticators",Yes,,,,"AC-07,AC-12,IA-02,IA-03,IA-05,IA-07,IA-08,IA-09,IA-10,IA-11",,2,5,Remediation in progress,2024-03-15,In Progress,3,5,Documentation under review,2024-06-15,Pending Review,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
PR.AA-03 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated",Ex4: Ensure that authorized personnel can access accounts essential for protecting safety under emergency conditions,No,,,,"AC-07,AC-12,IA-02,IA-03,IA-05,IA-07,IA-08,IA-09,IA-10,IA-11",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-04 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified",Ex2: Protect identity assertions that are used to convey authentication and user information between federated systems,Yes,,,,IA-13,,0,5,,2024-03-15,Not Started,2,5,Testing in progress,2024-06-15,In Progress,2,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
PR.AA-04 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified","Ex3: Implement standards-based approaches for identity assertions in all contexts, and follow all guidance for the generation (e.g., data models, metadata), protection (e.g., digital signing, encryption), and verification (e.g., signature validation) of identity assertions",Yes,,,,IA-13,,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
PR.AA-05 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex2: Take attributes of the requester and the requested resource into account for authorization decisions (e.g., geolocation, day/time, requester endpoint's cyber health)",Yes,,,,"AC-01,AC-02,AC-03,AC-05,AC-06,AC-10,AC-16,AC-17,AC-18,AC-19,AC-24,IA-13",,1,5,Pending vendor support,2024-03-15,Blocked,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
PR.AA-05 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex3: Restrict access and privileges to the minimum necessary (e.g., zero trust architecture)",No,,,,"AC-01,AC-02,AC-03,AC-05,AC-06,AC-10,AC-16,AC-17,AC-18,AC-19,AC-24,IA-13",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-05 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",Ex4: Periodically review the privileges associated with critical business functions to confirm proper separation of duties,Yes,,,,"AC-01,AC-02,AC-03,AC-05,AC-06,AC-10,AC-16,AC-17,AC-18,AC-19,AC-24,IA-13",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Documentation under review,2024-06-15,Pending Review,6,5,Evidence reviewed and approved,2024-09-15,Completed,0,5,,2024-12-15,Not Started,5,,
PR.AA-06 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk",Ex2: Employ additional physical security controls for areas that contain high-risk assets,No,,,,"PE-02,PE-03,PE-04,PE-05,PE-06,PE-08,PE-18,PE-19,PE-20",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AA-06 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AA,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk","Ex3: Escort guests, vendors, and other third parties within areas that contain business-critical assets",Yes,,,,"PE-02,PE-03,PE-04,PE-05,PE-06,PE-08,PE-18,PE-19,PE-20",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,0,5,,2024-09-15,Not Started,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.AT-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex1: Provide basic cybersecurity awareness and training to employees, contractors, partners, suppliers, and all other users of the organization's non-public resources",Yes,,,,"AT-02,AT-03",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,5,5,Control operating as expected,2024-06-15,Completed,,,,,,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.AT-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex3: Explain the consequences of cybersecurity policy violations, both to individual users and the organization as a whole",No,,,,"AT-02,AT-03",,,,,,,,,,,,,,,,,,,,,,5,,
PR.AT-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Ex4: Periodically assess or test users on their understanding of basic cybersecurity practices,Yes,,,,"AT-02,AT-03",,2,5,Remediation in progress,2024-03-15,In Progress,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,,,,,,5,,
PR.AT-01 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Ex5: Require annual refreshers to reinforce existing practices and introduce new practices,Yes,,,,"AT-02,AT-03",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
PR.AT-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,"Ex1: Identify the specialized roles within the organization that require additional cybersecurity training, such as physical and cybersecurity personnel, finance personnel, senior leadership, and anyone with access to business-critical data",No,,,,AT-03,,,,,,,,,,,,,,,,,,,,,,5,,
PR.AT-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,"Ex2: Provide role-based cybersecurity awareness and training to all those in specialized roles, including contractors, partners, suppliers, and other third parties",No,,,,AT-03,,,,,,,,,,,,,,,,,,,,,,5,,
PR.AT-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.AT,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Ex3: Periodically assess or test users on their understanding of cybersecurity practices for their specialized roles,Yes,,,,AT-03,,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
PR.DS-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected","Ex1: Use encryption, digital signatures, and cryptographic hashes to protect the confidentiality and integrity of stored data in files, databases, virtual machine disk images, container images, and other resources",No,,,,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07",,,,,,,,,,,,,,,,,,,,,,5,,
PR.DS-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex2: Use full disk encryption to protect data stored on user endpoints,Yes,,,,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07",,0,5,,2024-03-15,Not Started,,,,,,5,5,Evidence reviewed and approved,2024-09-15,Completed,1,5,Awaiting resource allocation,2024-12-15,Blocked,5,,
PR.DS-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex3: Confirm the integrity of software by validating signatures,Yes,,,,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07",,3,5,Awaiting auditor review,2024-03-15,Pending Review,6,5,Control operating as expected,2024-06-15,Completed,0,5,,2024-09-15,Not Started,,,,,,5,,
PR.DS-01 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected","Ex5: Physically secure removable media containing unencrypted sensitive information, such as within locked offices or file cabinets",No,,,,"CA-03,CP-09,MP-08,SC-04,SC-07,SC-12,SC-13,SC-28,SC-32,SC-39,SC-43,SI-03,SI-04,SI-07",,,,,,,,,,,,,,,,,,,,,,5,,
PR.DS-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex1: Use encryption, digital signatures, and cryptographic hashes to protect the confidentiality and integrity of network communications",Yes,,,,"AU-16,CA-03,SC-04,SC-07,SC-08,SC-11,SC-12,SC-13,SC-16,SC-40,SC-43,SI-03,SI-04,SI-07",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
PR.DS-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex2: Automatically encrypt or block outbound emails and other communications that contain sensitive data, depending on the data classification",Yes,,,,"AU-16,CA-03,SC-04,SC-07,SC-08,SC-11,SC-12,SC-13,SC-16,SC-40,SC-43,SI-03,SI-04,SI-07",,3,5,Remediation in progress,2024-03-15,In Progress,4,5,Documentation under review,2024-06-15,Pending Review,2,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
PR.DS-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex4: Prevent reuse of sensitive data from production environments (e.g., customer records) in development, testing, and other non-production environments",Yes,,,,"AU-16,CA-03,SC-04,SC-07,SC-08,SC-11,SC-12,SC-13,SC-16,SC-40,SC-43,SI-03,SI-04,SI-07",,0,5,,2024-03-15,Not Started,,,,,,,,,,,,,,,,5,,
PR.DS-10 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",Ex2: Protect data in use from access by other users and processes of the same platform,Yes,,,,"AC-02,AC-03,AC-04,AU-09,AU-13,CA-03,CP-09,SA-08,SC-04,SC-07,SC-11,SC-13,SC-24,SC-32,SC-39,SC-40,SC-43,SI-03,SI-04,SI-07,SI-10,SI-16",,0,5,,2024-03-15,Not Started,4,5,Documentation under review,2024-06-15,Pending Review,,,,,,1,5,Awaiting resource allocation,2024-12-15,Blocked,5,,
PR.DS-11 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested","Ex1: Continuously back up critical data in near-real-time, and back up other data frequently at agreed-upon schedules",Yes,,,,"CP-06,CP-09",,0,5,,2024-03-15,Not Started,2,5,Testing in progress,2024-06-15,In Progress,3,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.DS-11 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex3: Securely store some backups offline and offsite so that an incident or disaster will not damage them,Yes,,,,"CP-06,CP-09",,2,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,1,5,Dependencies not met,2024-09-15,Blocked,,,,,,5,,
PR.DS-11 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.DS,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex4: Enforce geographic separation and geolocation restrictions for data backup storage,No,,,,"CP-06,CP-09",,,,,,,,,,,,,,,,,,,,,,5,,
PR.IR-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,"Ex1: Logically segment organization networks and cloud-based platforms according to trust boundaries and platform types (e.g., IT, IoT, OT, mobile, guests), and permit required communications only between segments",Yes,,,,"AC-03,AC-04,SC-04,SC-05,SC-07",,1,5,Pending vendor support,2024-03-15,Blocked,3,5,Documentation under review,2024-06-15,Pending Review,0,5,,2024-09-15,Not Started,,,,,,5,,
PR.IR-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,Ex3: Implement zero trust architectures to restrict network access to each resource to the minimum necessary,Yes,,,,"AC-03,AC-04,SC-04,SC-05,SC-07",,3,5,Awaiting auditor review,2024-03-15,Pending Review,0,5,,2024-06-15,Not Started,0,5,,2024-09-15,Not Started,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.IR-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,Ex4: Check the cyber health of endpoints before allowing them to access and use production resources,Yes,,,,"AC-03,AC-04,SC-04,SC-05,SC-07",,3,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,3,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
PR.IR-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-02,The organization's technology assets are protected from environmental threats,Ex2: Include protection from environmental threats and provisions for adequate operating infrastructure in requirements for service providers that operate systems on the organization's behalf,Yes,,,,"CP-02,PE-09,PE-10,PE-11,PE-12,PE-13,PE-14,PE-15,PE-18,PE-23",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
PR.IR-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex1: Avoid single points of failure in systems and infrastructure,Yes,,,,"CP,IR,SA-08,SC-06,SC-24,SC-36,SC-39,SI-13",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,0,5,,2024-09-15,Not Started,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.IR-03 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex2: Use load balancing to increase capacity and improve reliability,Yes,,,,"CP,IR,SA-08,SC-06,SC-24,SC-36,SC-39,SI-13",,0,5,,2024-03-15,Not Started,5,5,Control operating as expected,2024-06-15,Completed,,,,,,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
PR.IR-04 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.IR,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04,Adequate resource capacity to ensure availability is maintained,"Ex2: Forecast future needs, and scale resources accordingly",No,,,,"CP-06,CP-07,CP-08,PM-03,PM-09",,,,,,,,,,,,,,,,,,,,,,5,,
PR.PS-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex2: Review all default configuration settings that may potentially impact cybersecurity when installing or upgrading software,Yes,,,,"CM-01,CM-02,CM-03,CM-04,CM-05,CM-06,CM-07,CM-08,CM-09,CM-10,CM-11",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
PR.PS-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex3: Monitor implemented software for deviations from approved baselines,Yes,,,,"CM-01,CM-02,CM-03,CM-04,CM-05,CM-06,CM-07,CM-08,CM-09,CM-10,CM-11",,3,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,,,,,,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
PR.PS-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex2: Update container images, and deploy new container instances to replace rather than update existing instances",Yes,,,,"CM-11,MA-03(06),SA-10(01),SI-02,SI-07",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,5,5,Control operating as expected,2024-06-15,Completed,0,5,,2024-09-15,Not Started,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.PS-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex3: Replace end-of-life software and service versions with supported, maintained versions",No,,,,"CM-11,MA-03(06),SA-10(01),SI-02,SI-07",,,,,,,,,,,,,,,,,,,,,,5,,
PR.PS-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",Ex4: Uninstall and remove unauthorized software and services that pose undue risks,No,,,,"CM-11,MA-03(06),SA-10(01),SI-02,SI-07",,,,,,,,,,,,,,,,,,,,,,5,,
PR.PS-02 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex5: Uninstall and remove any unnecessary software components (e.g., operating system utilities) that attackers might misuse",Yes,,,,"CM-11,MA-03(06),SA-10(01),SI-02,SI-07",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
PR.PS-02 Ex6,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",Ex6: Define and implement plans for software and service end-of-life maintenance support and obsolescence,No,,,,"CM-11,MA-03(06),SA-10(01),SI-02,SI-07",,,,,,,,,,,,,,,,,,,,,,5,,
PR.PS-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk",Ex1: Replace hardware when it lacks needed security capabilities or when it cannot support software with needed security capabilities,Yes,,,,"CM-07(09),SA-10(03),SC-03(01),SC-39(01),SC-49,SC-51",,3,5,Remediation in progress,2024-03-15,In Progress,3,5,Testing in progress,2024-06-15,In Progress,1,5,Dependencies not met,2024-09-15,Blocked,,,,,,5,,
PR.PS-03 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk","Ex3: Perform hardware disposal in a secure, responsible, and auditable manner",Yes,,,,"CM-07(09),SA-10(03),SC-03(01),SC-39(01),SC-49,SC-51",,3,5,Awaiting auditor review,2024-03-15,Pending Review,2,5,Testing in progress,2024-06-15,In Progress,5,5,Evidence reviewed and approved,2024-09-15,Completed,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
