ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
ID.RA-07 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",Ex3: Document the risks related to each requested exception and the plan for responding to those risks,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.RA-07 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",Ex4: Periodically review risks that were accepted based upon planned future actions or milestones,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.RA-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",Ex1: Conduct vulnerability information sharing between the organization and its suppliers following the rules and protocols defined in contracts,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.RA-08 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established","Ex2: Assign responsibilities and verify the execution of procedures for processing, analyzing the impact of, and responding to cybersecurity threat, vulnerability, or incident disclosures by suppliers, customers, partners, and government cybersecurity organizations",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.RA-09 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,Ex1: Assess the authenticity and cybersecurity of critical technology products and services prior to acquisition and use,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.RA-10 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization, assets, and individuals is understood by the organization",ID.RA-10,Critical suppliers are assessed prior to acquisition,"Ex1: Conduct supplier risk assessments against business and applicable cybersecurity requirements, including the supply chain",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex1: Perform self-assessments of critical services that take current threats and TTPs into consideration,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-01 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex2: Invest in third-party assessments or independent audits of the effectiveness of the organization's cybersecurity program to identify areas that need improvement,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-01 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex3: Constantly evaluate compliance with selected cybersecurity requirements through automated means,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex1: Identify improvements for future incident response activities based on findings from incident response assessments (e.g., tabletop exercises and simulations, tests, internal reviews, independent audits)",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex2: Identify improvements for future business continuity, disaster recovery, and incident response activities based on exercises performed in coordination with critical service providers and product suppliers",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties","Ex3: Involve internal stakeholders (e.g., senior executives, legal department, HR) in security tests and exercises as appropriate",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex4: Perform penetration testing to identify opportunities to improve the security posture of selected high-risk systems as approved by leadership,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex5: Exercise contingency plans for responding to and recovering from the discovery that products or services did not originate with the contracted supplier or partner or were altered before receipt,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-02 Ex6,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",Ex6: Collect and analyze performance metrics using security tools and services to inform improvements to the cybersecurity program,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",Ex1: Conduct collaborative lessons learned sessions with suppliers,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-03 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities","Ex2: Annually review cybersecurity policies, processes, and procedures to take lessons learned into account",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-03 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",Ex3: Use metrics to assess operational cybersecurity performance over time,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-04 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex1: Establish contingency plans (e.g., incident response, business continuity, disaster recovery) for responding to and recovering from adverse events that can interfere with operations, expose confidential information, or otherwise endanger the organization's mission and viability",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-04 Ex2,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex2: Include contact and communication information, processes for handling common scenarios, and criteria for prioritization, escalation, and elevation in all contingency plans",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-04 Ex3,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved","Ex3: Create a vulnerability management plan to identify and assess all types of vulnerabilities and to prioritize, test, and implement risk responses",Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-04 Ex4,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",Ex4: Communicate cybersecurity plans (including updates) to those responsible for carrying them out and to affected parties,Yes,Gerry,"Jason, James",Steve,,,,,,
ID.IM-04 Ex5,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all CSF Functions",ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",Ex5: Review and update all cybersecurity plans annually or when a need for significant improvements is identified,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization","Ex1: Initiate requests for new access or additional access for employees, contractors, and others, and track, review, and fulfill the requests, with permission from system or data owners when needed",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization","Ex2: Issue, manage, and revoke cryptographic certificates and identity tokens, cryptographic keys (i.e., key management), and other credentials",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization",Ex3: Select a unique identifier for each device from immutable hardware characteristics or an identifier securely provisioned to the device,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization",Ex4: Physically label authorized hardware with an identifier for inventory and servicing purposes,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex1: Verify a person's claimed identity at enrollment time using government-issued identity credentials (e.g., passport, visa, driver's license)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,"Ex2: Issue a different credential for each person (i.e., no credential sharing)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated",Ex1: Require multifactor authentication,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-03 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated","Ex2: Enforce policies for the minimum strength of passwords, PINs, and similar authenticators",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-03 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated","Ex3: Periodically reauthenticate users, services, and hardware based on risk (e.g., in zero trust architectures)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-03 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-03,"Users, services, and hardware are authenticated",Ex4: Ensure that authorized personnel can access accounts essential for protecting safety under emergency conditions,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-04 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified",Ex1: Protect identity assertions that are used to convey authentication and user information through single sign-on systems,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-04 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified",Ex2: Protect identity assertions that are used to convey authentication and user information between federated systems,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-04 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-04,"Identity assertions are protected, conveyed, and verified","Ex3: Implement standards-based approaches for identity assertions in all contexts, and follow all guidance for the generation (e.g., data models, metadata), protection (e.g., digital signing, encryption), and verification (e.g., signature validation) of identity assertions",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-05 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex1: Review logical and physical access privileges periodically and whenever someone changes roles or leaves the organization, and promptly rescind privileges that are no longer needed",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-05 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex2: Take attributes of the requester and the requested resource into account for authorization decisions (e.g., geolocation, day/time, requester endpoint's cyber health)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-05 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex3: Restrict access and privileges to the minimum necessary (e.g., zero trust architecture)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-05 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",Ex4: Periodically review the privileges associated with critical business functions to confirm proper separation of duties,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-06 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk","Ex1: Use security guards, security cameras, locked entrances, alarm systems, and other physical controls to monitor facilities and restrict access",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-06 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk",Ex2: Employ additional physical security controls for areas that contain high-risk assets,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AA-06 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk","Ex3: Escort guests, vendors, and other third parties within areas that contain business-critical assets",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex1: Provide basic cybersecurity awareness and training to employees, contractors, partners, suppliers, and all other users of the organization's non-public resources",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex2: Train personnel to recognize social engineering attempts and other common attacks, report attacks and suspicious activity, comply with acceptable use policies, and perform basic cyber hygiene tasks (e.g., patching software, choosing passwords, protecting credentials)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,"Ex3: Explain the consequences of cybersecurity policy violations, both to individual users and the organization as a whole",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Ex4: Periodically assess or test users on their understanding of basic cybersecurity practices,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-01 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Ex5: Require annual refreshers to reinforce existing practices and introduce new practices,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,"Ex1: Identify the specialized roles within the organization that require additional cybersecurity training, such as physical and cybersecurity personnel, finance personnel, senior leadership, and anyone with access to business-critical data",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,"Ex2: Provide role-based cybersecurity awareness and training to all those in specialized roles, including contractors, partners, suppliers, and other third parties",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Ex3: Periodically assess or test users on their understanding of cybersecurity practices for their specialized roles,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.AT-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Awareness and Training (PR.AT),The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Ex4: Require annual refreshers to reinforce existing practices and introduce new practices,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected","Ex1: Use encryption, digital signatures, and cryptographic hashes to protect the confidentiality and integrity of stored data in files, databases, virtual machine disk images, container images, and other resources",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex2: Use full disk encryption to protect data stored on user endpoints,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex3: Confirm the integrity of software by validating signatures,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-01 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",Ex4: Restrict the use of removable media to prevent data exfiltration,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-01 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected","Ex5: Physically secure removable media containing unencrypted sensitive information, such as within locked offices or file cabinets",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex1: Use encryption, digital signatures, and cryptographic hashes to protect the confidentiality and integrity of network communications",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex2: Automatically encrypt or block outbound emails and other communications that contain sensitive data, depending on the data classification",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex3: Block access to personal email, file sharing, file storage services, and other personal communications applications and services from organizational systems and networks",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","Ex4: Prevent reuse of sensitive data from production environments (e.g., customer records) in development, testing, and other non-production environments",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-10 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected","Ex1: Remove data that must remain confidential (e.g., from processors and memory) as soon as it is no longer needed",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-10 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",Ex2: Protect data in use from access by other users and processes of the same platform,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-11 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested","Ex1: Continuously back up critical data in near-real-time, and back up other data frequently at agreed-upon schedules",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-11 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex2: Test backups and restores for all types of data sources at least annually,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.DS-11 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex3: Securely store some backups offline and offsite so that an incident or disaster will not damage them,Yes,Gerry,"Jason, James",Steve,,,,,,
